filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
Adhunik.00010.wav,661500,0.37720755,0.08845315,0.20226166,0.0056190593,3631.572915216893,524276.9978727716,2682.6096744665615,128272.97638051581,6741.309236225329,1766201.6441426713,0.21644351356907895,0.003522825011391972,-3.072093e-07,0.023653226,5.1454215e-05,0.011063418,151.99908088235293,-23.880014,1639.0569,28.206348,563.3459,-9.833062,436.8753,40.097862,233.02719,5.987703,185.92853,-0.07068866,74.43738,-5.8023124,95.13222,5.370122,64.99044,-10.149477,88.711876,0.7954294,72.0524,-7.0607147,94.12372,-3.3925185,56.89266,-6.5502906,58.39441,0.44815558,64.43177,-1.9754603,93.67687,4.144696,95.31417,-9.180951,75.579124,-2.325236,77.2545,-7.4240956,50.91477,-4.291042,75.01836,Adhunik
Adhunik.00011.wav,661500,0.35916126,0.08858128,0.23087117,0.009512142,2856.1496974388383,339504.1852839279,2131.6774686069793,75943.2875397153,5050.311128126209,849216.6916496431,0.1761448154508514,0.0037473738584862222,-4.935016e-07,0.041054737,-3.7781014e-05,0.009167452,135.99917763157896,-62.926907,3304.9304,45.35077,1113.6523,-30.783947,310.89545,69.86791,357.8648,2.9392836,372.15973,11.94167,81.73539,0.4516726,153.7808,13.362628,102.68,-8.452642,137.47874,3.493717,121.263336,1.4790772,112.82982,8.5964365,99.43997,2.358327,143.1101,1.2791983,112.940834,2.5521495,58.849968,3.2968116,77.243484,-3.0466013,126.01548,1.7906747,84.212906,-4.0735793,100.36097,-3.5676875,73.397125,Adhunik
Adhunik.00012.wav,661500,0.28002167,0.091382764,0.19156274,0.0059271776,2928.6660597432656,356354.50356305233,2491.6029776028354,141788.19783935917,5641.999216935952,1669845.5719501663,0.159593895123839,0.0031584398418487538,0.00015090847,0.02525682,-0.00018330346,0.010234385,123.046875,-73.39854,2151.733,55.81129,536.13824,-13.902316,432.55978,30.665094,476.27835,-3.9629192,143.06201,3.9075089,225.77815,1.542567,262.8155,1.0199753,225.42294,-13.492862,192.51369,-3.825879,188.44406,-16.943394,110.5025,-1.4393634,126.15603,-11.267105,143.79,-1.3544674,132.95879,-3.6607132,134.82587,0.88353217,98.99856,-1.0847946,126.053566,1.492045,117.30016,0.7013821,158.23997,-4.7058764,136.34149,Adhunik
Adhunik.00013.wav,661500,0.34055695,0.08962197,0.29630354,0.0037835287,3034.783942412032,551557.9968233336,2798.239487961674,79336.6638474123,6395.22799559791,1349134.0300039724,0.14127352215557276,0.00459441622980777,-1.3077802e-06,0.051582508,-7.889206e-05,0.01766025,99.38401442307692,-1.0612406,1448.2101,56.582653,606.9343,6.298088,440.12762,27.297014,345.1205,0.029333724,175.85077,5.7379055,97.92684,-4.6832523,142.45462,4.577208,107.94734,-7.220252,77.42725,5.588453,87.498146,1.5179601,95.72788,5.8594813,72.13402,0.052350614,78.22768,2.0668075,68.21414,0.6216975,82.72516,6.996862,104.37035,0.61647785,117.3285,5.225824,96.34451,-2.4427676,103.522156,-3.7849934,112.51189,Adhunik
Adhunik.00014.wav,661500,0.26860663,0.09101649,0.1745982,0.0055791964,1717.4620726802834,393436.0424599908,1810.1320701375332,222793.84819514953,3329.1548690559694,1866062.1386063017,0.08566312524187307,0.0021807907621261926,-1.3485877e-05,0.027082099,-0.00023870239,0.0031834026,103.359375,-122.76427,3805.24,120.23822,1215.5063,-26.498707,465.66998,33.181282,390.03464,1.8755739,144.51328,-3.0958092,131.56573,3.5349178,169.33112,0.62544775,118.40505,-11.39661,103.58817,-6.3054504,97.158646,-7.631429,122.26937,-2.125857,95.26619,-5.015157,102.9181,0.94900453,160.64336,-2.3604758,122.50331,0.3067179,104.981834,-6.107766,124.15956,0.4158807,111.46703,-4.8792114,104.14542,-3.7441704,134.51459,Adhunik
Adhunik.00015.wav,661500,0.35553554,0.089969695,0.17429753,0.004366832,2890.53839040232,311090.1274937163,2105.656414561972,51661.876960859336,4978.728227644882,671982.5539661788,0.19648218302534828,0.003529169037977395,-2.3525812e-05,0.01929783,-0.00012483534,0.007522157,135.99917763157896,-58.82181,2785.8176,61.183933,787.4765,-32.70897,309.15247,51.32677,214.66626,-24.715485,174.55899,9.725291,126.67316,-2.552956,104.672745,1.6327822,120.05074,-13.0956545,139.029,4.2972674,102.99601,-5.217849,94.91629,0.8080249,67.460236,-5.624389,87.03837,-4.489272,52.644917,-5.267634,68.53652,-0.45054424,64.38382,-1.3468616,110.32846,3.8456225,106.259895,-5.0840836,74.706406,-5.5646043,98.78596,Adhunik
Adhunik.00016.wav,661500,0.28982568,0.085707694,0.17438011,0.0059588677,1671.3426821091557,61581.75030469553,1367.2070929867946,22368.22139592438,3204.56395577351,188083.84841407923,0.1088950331366099,0.0008758962754839707,4.5677575e-07,0.025349502,-8.8729255e-05,0.0043312334,95.703125,-120.28993,1574.5033,156.24748,325.34277,-80.34534,223.07602,62.78183,355.00073,-15.312113,381.4509,-7.437903,234.36833,-2.312137,121.7773,-16.648005,110.52619,1.2310779,110.734375,-8.089681,134.55959,2.780635,117.799194,-6.8364425,83.02093,-0.00656572,41.235622,-4.0196667,84.08099,-4.9890494,60.026054,2.5162134,46.950233,-2.8948338,60.98548,9.420284,65.20106,-2.997017,51.65587,-4.465041,43.792892,Adhunik
Adhunik.00017.wav,661500,0.3042336,0.09236808,0.18570568,0.0040255617,2675.3745181520035,476968.13004650123,2749.823768198016,153116.3365715134,5990.430443353328,1999050.76284285,0.11016562258126934,0.0025944408329579205,-2.0358023e-06,0.025411334,-2.5709058e-05,0.0053085256,92.28515625,-78.79966,2828.3591,74.47483,447.38602,14.398195,483.48593,30.520084,277.6783,-3.7486372,293.18503,4.5522184,133.14455,-3.1068356,143.62851,6.912739,93.56884,-7.6628847,98.4955,0.08477509,76.07648,-7.6589627,160.58392,-1.7090981,104.51374,-4.5107393,75.630295,-1.906705,101.736916,-6.0689993,142.45862,-1.0322988,108.665306,-10.822994,123.10983,7.7805076,119.49171,-4.242932,105.52392,2.1437685,146.30818,Adhunik
Adhunik.00018.wav,661500,0.39215964,0.08262834,0.18085705,0.008063613,3197.8671037174186,440971.6148196371,2387.7794040646327,71507.67923850163,5767.965121904025,1081381.5998050577,0.21037703475715944,0.005142808839620062,3.8417544e-05,0.013458065,0.00038129976,0.015102175,172.265625,-53.310566,3884.1997,46.347916,743.7879,-16.781775,421.42065,49.683643,274.1243,-4.7027397,162.98993,-5.19946,132.17146,-14.8682785,107.929146,5.4711075,105.37548,-14.457007,137.33754,-3.0077856,110.84202,-10.845386,135.78319,-8.0283785,75.54783,-11.6783495,41.061035,-1.7634145,76.41485,-5.2908926,91.41477,4.0962467,72.165344,-10.213102,96.40896,0.3075208,58.077244,-3.2072566,62.724907,-4.1959844,92.772484,Adhunik
Adhunik.00019.wav,661500,0.33535865,0.090788,0.22442788,0.003321455,3137.356956349556,132030.34410766617,2147.427493445876,30936.952418789846,5430.392163161523,268000.3057428335,0.21848204999516255,0.0025920771829149258,3.8123275e-07,0.026263984,-1.3832095e-05,0.011650228,117.45383522727273,-12.487556,973.69196,45.806858,247.54341,-43.306564,290.5046,41.430195,109.983116,-26.071842,97.53052,8.09522,63.624863,-15.316755,78.15052,6.0492244,73.65301,-11.074955,68.92699,-1.1137974,107.77406,-4.9712577,107.792885,5.800203,57.46234,-7.503229,56.097317,-0.36489996,53.626293,-6.107859,54.146214,1.2197556,34.7301,-10.9602995,46.812687,1.9250369,47.682632,-6.5687933,46.180016,-7.5821,89.75251,Adhunik
Adhunik.00020.wav,661500,0.24127512,0.08626007,0.12635094,0.0046246294,1444.8433924755277,87688.32479696877,1523.7506481572705,66928.69280320476,2809.258012801132,479541.4813028921,0.08993823166602168,0.0010106433702672224,-1.17928075e-05,0.015483371,-0.00021087937,0.0018100328,198.76802884615384,-176.68646,2942.8215,138.13062,471.70877,-35.224445,233.63966,44.94035,176.23222,-6.046724,169.74673,-3.329343,103.68977,0.46184528,124.344376,-2.7641332,118.633,-1.2537897,179.95486,4.3859963,198.56412,-5.5573244,149.9413,-9.940756,153.85748,-8.244371,136.27452,-1.556052,115.10876,-9.764486,121.90352,-6.4664884,104.13312,-11.867865,76.30246,-3.7471437,73.24824,-3.9457524,100.19027,-8.619561,109.58265,Adhunik
Adhunik.00021.wav,661500,0.2943557,0.09185823,0.15534726,0.0021331909,1806.5560591979372,85354.00858274536,1639.9929246409363,10569.970904809315,3515.228743892705,111947.12197137794,0.1104252581994969,0.0013055652968443307,-8.883631e-06,0.015957355,-0.0001389105,0.004030003,135.99917763157896,-105.34641,1345.502,129.2924,291.91074,-41.012028,211.83884,56.36544,391.15845,-36.852577,199.27867,-16.65516,90.93057,9.912135,126.258675,2.679486,93.67649,-18.471933,73.74673,-10.513564,88.82077,-0.70586157,83.462875,6.3031516,65.27213,-7.955778,76.92099,-9.513592,63.447742,-3.0382094,48.690784,-2.249819,47.270535,-11.584468,40.061954,-2.5412455,39.305298,-4.915177,51.775784,-2.3584647,48.29243,Adhunik
Adhunik.00022.wav,661500,0.30282617,0.09574499,0.19207272,0.0043229116,1897.8052977561063,114136.70574289115,1564.6170732089022,22436.041973083207,3500.0788355021286,216758.7569043113,0.11174346640383127,0.001492525064078766,-1.429996e-06,0.026488122,-3.417275e-05,0.006220939,78.30255681818181,-92.530785,3179.8494,126.23665,375.66287,-69.506485,315.8055,56.90932,179.28392,-21.999912,156.26402,2.5280237,151.51678,-8.16937,83.714645,-2.8410335,74.71081,-6.643783,101.43236,-3.5063472,68.9193,-6.151443,104.58505,-4.7978396,63.89977,-8.908067,64.83038,-1.9642073,66.74413,-4.0288515,70.46103,-1.5976155,66.18756,-8.515425,84.21305,0.7312525,88.7625,2.5917819,93.93542,1.8355626,112.470055,Adhunik
Adhunik.00023.wav,661500,0.26551378,0.09206059,0.15359306,0.0025703465,3167.7036699181294,705658.794931401,2699.2003896486103,147959.88314115995,6186.5625907024,2390742.820256405,0.1602923035990712,0.004848569482177861,-5.3762365e-06,0.016952422,-7.173297e-05,0.004362407,161.4990234375,-85.75265,2694.1294,49.97159,745.87006,6.6414,629.49023,29.504505,357.74692,-9.423826,226.77574,-1.3549423,214.52637,1.8759043,273.59778,-4.1186104,155.68634,-15.221025,186.78645,-1.5795406,87.74093,-8.182892,100.17763,-2.911709,99.970795,0.25113642,142.95891,7.2423215,201.26265,3.373182,214.67192,3.3079627,213.49065,-8.069005,226.2454,-4.2605534,210.4243,-5.4661126,169.32155,0.6332161,166.42126,Adhunik
Adhunik.00024.wav,661500,0.3098537,0.094329156,0.13818163,0.004244992,2347.1000230432173,772706.4301066392,2448.90512323394,225463.58163074276,4918.878589547456,3278133.050244325,0.10502204068304953,0.00426724352605478,-3.7466127e-06,0.012087672,-1.9381114e-05,0.006365544,112.34714673913044,-128.12346,6132.6943,91.034676,1242.4888,5.8101697,738.59143,23.293924,267.4986,-4.8373036,266.36563,1.5260464,116.02883,-14.440879,127.55021,5.0261717,78.96189,-9.197681,101.48696,-1.1525788,92.471565,-2.0620527,107.84522,0.71790224,68.86951,-6.312863,65.3501,-0.8531946,72.68358,-5.9890747,70.99063,-8.44358,63.341393,-7.9394813,83.44317,-2.9228575,64.45127,-1.5782784,52.913063,-8.957726,107.101746,Adhunik
Adhunik.00025.wav,661500,0.3785172,0.082394846,0.21585019,0.0066847624,3507.663945997008,483731.34100778314,2734.3052421552793,104705.76855591018,6736.51759853304,1514109.3311512333,0.21462417460816563,0.003612566239670733,0.00021421183,0.0239214,-0.00012930424,0.013876527,80.74951171875,-16.603163,2125.9219,37.65818,549.22375,-7.0284014,331.95886,40.85678,283.27072,12.1942425,185.81044,2.9745932,111.52162,-2.9003475,116.16832,6.671131,74.85768,-10.706359,87.0471,-6.4752564,71.423386,-6.810617,85.98529,2.3484385,41.479282,-3.4965336,69.54623,-3.5429974,70.2894,-6.042473,54.836494,0.020249287,48.89641,-8.200797,55.026417,-1.9732594,31.42617,-1.8153137,50.311314,-7.202719,68.35872,Adhunik
Adhunik.00026.wav,661500,0.30322647,0.09424372,0.21024622,0.0036253196,3024.1814493660136,659229.9861803693,2879.396642045796,148653.98097995785,6471.435868112664,2164274.2121001775,0.13792773739841332,0.0034671014780215713,2.8046236e-06,0.030744301,6.0967477e-06,0.007039391,99.38401442307692,-50.679638,1455.1663,62.925213,562.44934,20.483213,467.92715,27.104708,318.74933,-2.9465811,139.61214,-0.7025917,126.46089,0.76249534,113.74998,1.2676673,76.9755,-10.984385,79.524124,-2.2385533,53.83128,-5.295793,97.23873,1.0366284,103.78077,0.7710897,120.60623,6.3844438,164.03795,-0.38638088,114.849495,-3.7036545,136.3594,-7.8382716,147.38171,-0.22854736,117.21732,-2.8039498,99.17375,-5.3539376,77.48304,Adhunik
Adhunik.00027.wav,661500,0.25447813,0.086863734,0.18828349,0.0050951564,2842.4974659299583,442040.3671925878,2553.937239359871,122225.981200407,5813.848177788796,1649648.343710657,0.14797680739647834,0.004394354996553331,-6.5387053e-06,0.02982232,-7.2498847e-06,0.004520723,107.666015625,-69.75861,3601.711,65.61985,680.7308,-3.978127,565.9817,26.048973,268.10278,-10.364804,145.62184,3.133547,118.93929,-9.831013,127.53478,2.1922858,89.79044,-11.327431,89.78249,0.091203816,81.62345,-10.483925,113.02416,0.85731834,84.83732,-8.049642,118.07254,2.7276714,112.408775,-5.8926992,80.853546,-1.3777736,96.30955,-7.916456,127.65265,4.114224,96.710106,3.6348019,150.6011,-1.9639673,218.49228,Adhunik
Adhunik.00028.wav,661500,0.28843853,0.09131495,0.19308646,0.0038819609,3040.0914748608034,724072.1582379706,2765.006206341179,113862.40500961174,6378.228098393963,2552580.54802929,0.17509342347136223,0.010026897480412203,4.299905e-06,0.02546657,-6.0672755e-07,0.0067599257,107.666015625,-63.64193,3044.668,61.443317,999.2237,6.418462,612.47986,18.275064,344.96368,-11.047819,185.87555,4.2351623,186.20934,1.1006117,171.49565,-3.1985614,99.3855,-7.8737235,98.936554,-1.7325776,139.0503,-11.484315,78.86433,-2.3828197,92.88013,-5.4994392,170.74117,0.3584832,111.372826,-4.0372305,114.82248,0.5956605,120.25215,-6.989448,166.6062,2.897397,138.48265,-2.3768358,153.33241,-0.33910745,133.46474,Adhunik
Adhunik.00029.wav,661500,0.35121337,0.09340571,0.1864184,0.002903703,3128.672737004562,955165.9114154048,3232.8473125010787,200975.77161665968,7403.680230958543,2835458.798841783,0.12478307009481424,0.00457295562970308,7.550452e-06,0.018905425,-2.613443e-05,0.008726522,151.99908088235293,-82.7452,2250.8447,75.25967,526.96936,33.559124,471.69467,1.8750435,231.03749,17.76049,138.79437,8.866793,98.93369,-2.5112238,175.37189,20.482643,99.06198,-7.430439,103.609665,4.4036713,93.64551,4.0131683,183.67316,1.4732231,95.22326,-1.321458,98.47098,3.9532096,126.780136,-1.117887,125.85367,2.436435,112.54076,-6.6263084,84.24777,-2.257159,65.79307,-5.219319,60.02753,-3.8544452,88.27222,Adhunik
Adhunik.00030.wav,661500,0.2716276,0.0915127,0.12391018,0.0017493761,2040.3053248454103,240643.09990640995,2128.447625926847,227703.67419858632,3778.993815608069,2144581.0070012426,0.10347254136029412,0.0017226063321575053,-1.3987077e-06,0.011097128,-5.729453e-05,0.002568264,99.38401442307692,-145.94186,1978.9242,107.625244,696.0925,-36.80916,419.1813,12.63883,383.04797,29.568302,213.02248,-24.029179,160.46861,7.563889,206.02303,0.058442295,150.1705,-20.912449,182.32605,7.209514,107.04452,-17.330475,192.20067,-5.2659526,129.15808,-2.9882336,96.58082,-6.0958247,131.51105,-0.7257661,200.9235,0.74541193,166.66466,-0.80942243,196.63512,7.505517,195.00972,-2.2877998,184.21959,3.3138957,207.36612,Adhunik
Adhunik.00031.wav,661500,0.3069582,0.09673721,0.1917037,0.0047440715,2265.7962928713155,423943.18635808496,2608.327377489626,231721.73522957275,5114.869071086494,3206539.5942036104,0.08213177849264706,0.0008210695260992208,0.00058934576,0.02430635,-0.00062492565,0.008402077,95.703125,-90.95878,3379.8901,95.79645,679.3066,8.988163,386.63293,18.656069,296.0171,0.38621503,184.36409,-6.0793676,275.65054,6.000001,143.87563,-4.4106417,111.549416,-6.7769074,76.311935,-2.1454465,86.646645,-12.413881,108.63335,-2.159479,108.62014,-6.536572,148.48326,7.556101,129.69118,-0.7437665,138.26373,1.5929673,96.99235,-3.9879842,122.62853,-3.4877944,124.905304,-4.381007,102.766426,-6.5687704,107.81482,Adhunik
Adhunik.00032.wav,661500,0.20467292,0.08939754,0.09765043,0.0015586035,1027.6447222449635,48113.45422185008,769.7144922063376,28230.62622109228,1812.2890413361067,210482.15114542676,0.07313636803405572,0.0009936078264405944,-2.756853e-06,0.008614737,-2.884918e-06,0.0010426138,135.99917763157896,-269.1155,1021.2546,198.58374,304.1925,-55.63668,520.0855,-13.697695,431.26346,25.078829,95.19155,-17.54284,253.16718,-4.095356,137.55069,-0.5381546,69.14831,-17.106401,92.35305,-5.1536894,83.81281,-6.348623,70.29487,-14.864306,77.87669,-8.249147,102.15551,-8.392962,142.12727,-7.8770833,156.9194,-3.252054,163.61984,-4.0893707,113.097305,-2.5561473,169.77753,-0.0025064568,203.89789,-0.53619176,156.81833,Adhunik
Adhunik.00033.wav,661500,0.2573565,0.08729441,0.080908455,0.0007643784,2492.3261695470774,760513.3917284259,2589.219387807148,336712.5191277597,5427.750512468557,4332292.474337366,0.10757644700561146,0.001983544687283998,-4.4449775e-06,0.005008336,-3.914934e-05,0.0011462445,129.19921875,-167.20976,2102.9836,81.89397,976.89307,3.37477,553.4346,18.795527,327.41425,2.9771118,112.48648,12.453038,178.34004,8.009213,81.45645,2.9083793,77.90315,-6.94155,88.84753,3.097939,65.94922,-4.9573264,61.37725,6.1867743,106.85797,-2.2921216,193.03932,7.113153,217.86397,2.7780228,166.64404,4.4674263,173.75365,-2.130353,268.91367,0.8960886,197.39287,-2.4098759,129.55615,0.6960645,148.52032,Adhunik
